,bin_serial,Latitudine,Longitudine,counts
477,519011939,45.47473172750021,9.220962678158457,87
1437,3718006036,45.47716997004862,9.210133678230024,88
300,219011751,45.478003684596274,9.219539392408707,88
3106,5018009846,45.50713370045906,9.26785947868484,88
3096,5018009833,45.51156774852292,9.260995136764222,88
63,119010918,45.51351327733925,9.240048450735912,88
734,1219014536,45.480322548690175,9.192250087224352,88
2179,4118007161,45.50171413109328,9.202277197769037,89
924,1419015136,45.47752138358828,9.226579604248627,89
2878,5018009377,45.5122607,9.2245694,90
2467,4318007685,45.4708613131306,9.223510416642057,91
443,219011903,45.4772156151131,9.220813789549313,91
747,1219014550,45.47527821028539,9.202874335967751,92
3131,5018010113,45.473834725080756,9.223673989548617,92
2844,5018009342,45.49897848867722,9.228996009434582,93
820,1219014625,45.468419201874006,9.205982053783599,93
3012,5018009628,45.49126905335146,9.252663274868837,93
2421,4318007630,45.480014774969426,9.208500522636996,93
22,119010280,45.474346297510955,9.232443323754751,93
2870,5018009369,45.51871397362,9.239155135392592,94
3130,5018010112,45.475239,9.2243326,94
1890,4118006682,45.484800013332425,9.240701359805596,94
2966,5018009578,45.49642650503632,9.230688897207527,95
1418,3718006005,45.49726193534926,9.200064465815784,95
1877,4118006655,45.4846678850055,9.238174780263648,95
1768,4118006506,45.489152427665864,9.202456817817163,95
53,119010903,45.5127248,9.2293109,96
2837,5018009334,45.517996564129724,9.240275054937117,96
2832,4718009329,45.50823078896003,9.223167403300069,98
2497,4318007726,45.514794501586344,9.23128818630994,98
646,1219014445,45.478243394500026,9.1960443240024,98
108,219011020,45.47855941259148,9.230044762254238,98
501,519011964,45.476676399483864,9.210495046734195,99
2911,5018009424,45.4697888271759,9.221476903963547,99
556,1219014338,45.479422244734494,9.21010149791084,100
948,1419015168,45.47808762609785,9.225108073299113,100
1687,4118006376,45.50181453732542,9.200994607081382,100
1363,3718005929,45.49144149587136,9.196895306530225,100
2110,4118007084,45.5085214255274,9.209160558148255,100
3120,5018010102,45.47538956288615,9.225206151463,100
952,1419015173,45.47753020231824,9.226673097096523,101
1709,4118006420,45.5066744,9.1942955,102
2835,5018009332,45.5074544,9.2222817,103
987,1419015263,45.477798695617196,9.226872405573886,103
1105,3718005501,45.49639581876972,9.209582008245887,104
141,219011294,45.5080962,9.2397519,104
65,119010921,45.51172509617218,9.238056700482732,106
2808,4718009299,45.481792713826636,9.220498708596553,107
396,219011852,45.47471263680419,9.211217812689938,107
3107,5018009848,45.5092408286997,9.254178172064714,107
928,1419015144,45.47780474472641,9.224771839482967,107
753,1219014557,45.48029043506545,9.192144004880106,108
2902,5018009412,45.51699991317346,9.250018032891603,108
1440,3718006040,45.499000613634756,9.199609955205348,108
3080,5018009816,45.511437390785815,9.26012270878084,109
2520,4318007755,45.5108431,9.182258,111
942,1419015161,45.47811971016775,9.22422671557274,111
2366,4318007562,45.51795771641481,9.226441020868831,111
2793,4718009281,45.48529236382037,9.21720648789676,111
622,1219014421,45.4778258,9.1956482,112
417,219011875,45.474010052616904,9.217211845250855,113
980,1419015255,45.47782182416388,9.22685816384967,113
3136,5018010118,45.477637216478904,9.223920612303118,113
71,119010927,45.51356936693338,9.24559360983153,113
264,219011715,45.47667737397926,9.213261113164206,113
3046,5018009662,45.490306347620496,9.254714097393844,113
3084,5018009820,45.51143305171895,9.26038587378298,114
2940,5018009456,45.46954008313149,9.22257864541507,114
2527,4318007764,45.51710687309275,9.18196517112483,114
2209,4318007367,45.468089397159176,9.230506845198308,114
485,519011948,45.47314236272265,9.217992757464572,115
3138,5018010120,45.4759484,9.2264133,115
3114,5018010096,45.4799695,9.2263124,115
54,119010905,45.5143361,9.2305306,115
633,1219014432,45.477337276679876,9.195804532740793,116
287,219011738,45.47795330547106,9.21977819897188,116
452,219011913,45.4770477,9.2210408,116
347,219011800,45.506694025007725,9.222576965830056,117
2289,4318007472,45.470849451422346,9.217025697460027,117
2904,5018009415,45.517087929531456,9.243664492534435,118
2401,4318007607,45.47275381857627,9.219444112171004,118
1518,3718006165,45.516281623900454,9.211764100884238,119
990,1419015266,45.47822408787692,9.227087191503417,119
961,1419015236,45.47753779999999,9.2267675,119
1193,3718005626,45.512378568190066,9.221316954581766,120
1460,3718006067,45.49334273791212,9.198888082932283,121
394,219011850,45.4888978,9.227948800000002,121
943,1419015162,45.47777822856946,9.224516498484602,121
2931,5018009445,45.470821467394245,9.222482856393867,121
1913,4118006735,45.482066023930685,9.192407886559977,122
2127,4118007102,45.4951556,9.1965811,122
2490,4318007716,45.51388237820306,9.241847471692607,122
2853,5018009351,45.51684209951682,9.242127361328356,122
3128,5018010110,45.47988167061019,9.226651988280313,123
2703,4318007996,45.5096046,9.1898795,123
923,1419015135,45.478041573049936,9.224341504847756,123
2854,5018009352,45.50636073549396,9.222541837931429,123
2977,5018009591,45.4970956515896,9.230801988696044,124
642,1219014441,45.478246298900785,9.197498462807856,125
1802,4118006552,45.496210803598615,9.191444191376265,125
3115,5018010097,45.4800555,9.2262979,125
925,1419015139,45.47820603263626,9.22472671856508,126
272,219011723,45.4746695,9.2196614,127
969,1419015244,45.477628396298286,9.226009948276896,127
726,1219014527,45.47903429198482,9.194439213216015,128
2441,4318007653,45.474279233294105,9.232356117866402,129
3085,5018009821,45.51154131559065,9.255821995575843,129
1602,3718006264,45.51216487196186,9.200940575888806,129
313,219011765,45.48052598188241,9.21715967443913,129
358,219011811,45.49872379999999,9.2261104,129
1606,3718006270,45.49283630848353,9.191496527296863,129
2040,4118007004,45.49562736565291,9.183512934271905,129
3093,5018009830,45.51133536303098,9.260377595941463,129
638,1219014437,45.478092964622384,9.197641970068164,129
2476,4318007698,45.49772882074676,9.221288316867911,130
2922,5018009435,45.470040116871175,9.217052583382838,130
64,119010919,45.50878841916843,9.246988031088222,131
842,1219014649,45.47424689386219,9.205404019666958,132
3068,5018009702,45.50872969690503,9.266889106465667,132
2506,4318007736,45.51881005774597,9.230516341279667,132
938,1419015156,45.477955793506965,9.225027895343146,132
597,1219014393,45.48608361657868,9.20670430243126,132
20,119010264,45.474344409331856,9.23422013615982,133
941,1419015159,45.47759574980768,9.226405072233886,133
2670,4318007959,45.5112123,9.1908619,133
975,1419015250,45.4778011804085,9.226876453731393,134
102,219011011,45.47946681643086,9.235487558438876,134
2622,4318007879,45.50623934744673,9.193501520708194,134
822,1219014627,45.47189367040957,9.205642183147006,134
3129,5018010111,45.479163009493334,9.223552116146152,135
103,219011012,45.47699042111315,9.230094514818576,135
725,1219014526,45.48191355893389,9.182922706376644,135
627,1219014426,45.4772840399331,9.19601759691841,135
656,1219014455,45.4805331928012,9.211250490599696,135
2243,4318007414,45.506931195892676,9.19779857969354,135
1116,3718005516,45.467642911905536,9.210896344184334,135
2685,4318007975,45.51874545335056,9.206512090678645,136
2651,4318007937,45.517318840695665,9.198035446501878,136
2894,5018009403,45.51262084445589,9.253070847955769,136
2797,4718009286,45.5023283,9.2214648,136
2778,4318008109,45.521845547860956,9.192252131558805,136
3056,5018009679,45.48198588662878,9.23252913716692,136
69,119010925,45.51279859874307,9.236790539490016,137
935,1419015153,45.47782581198246,9.226872587440539,137
248,219011699,45.47824257800429,9.219370281808779,138
191,219011637,45.48652797695676,9.213852287888583,138
1680,4118006367,45.48866801808596,9.203889067714954,138
18,119010257,45.513699877518995,9.225191373043913,138
210,219011657,45.48160488085208,9.208037247998503,139
8,119010138,45.4738706429342,9.223619657672089,139
3029,5018009645,45.4737948,9.2364898,139
965,1419015240,45.47916445698757,9.227044984016175,139
282,219011733,45.48096548060293,9.215583027829666,140
1294,3718005796,45.492435077546006,9.215122528809617,140
25,119010865,45.51126770000001,9.229505,141
1787,4118006529,45.48597680193904,9.194007929220334,141
432,219011892,45.473427,9.2181516,141
114,219011026,45.477206447811525,9.235495274893083,142
2929,5018009443,45.46988982669116,9.221276867018103,143
2210,4318007368,45.47086587783409,9.227376803253945,143
683,1219014482,45.48058628552776,9.19055524416433,143
983,1419015258,45.477803469270036,9.226866321381523,144
692,1219014491,45.468759140841605,9.206813978099149,144
3028,5018009644,45.4785735,9.234780699999998,144
1770,4118006510,45.518172888729495,9.217678153627844,144
3127,5018010109,45.4792383,9.2234707,144
2449,4318007663,45.48073988237568,9.242712403331213,145
3122,5018010104,45.4801291,9.2257774,145
611,1219014408,45.477530146077136,9.225864034857523,145
675,1219014474,45.4682781013407,9.207156022024721,145
3095,5018009832,45.508662593368776,9.25512985884825,145
947,1419015167,45.47780503234394,9.224908088786721,146
1231,3718005712,45.49606063350915,9.197805331694894,146
73,119010929,45.51100508460458,9.235227314998724,146
2927,5018009441,45.469585265942364,9.222356696250472,147
806,1219014611,45.4746078119633,9.205050795784588,147
994,1419015270,45.479163068737385,9.226523145888336,147
124,219011038,45.47384980110244,9.230390988195039,147
2445,4318007658,45.49308044050075,9.222434616774192,147
456,219011917,45.476026730579214,9.219620374868782,148
2621,4318007877,45.502660270113665,9.196248845109725,148
2015,4118006977,45.5121294303591,9.205357027826494,148
2521,4318007757,45.51634031850415,9.194522697768091,149
164,219011609,45.48445237825222,9.245867200338012,149
3066,5018009700,45.48181203154129,9.237548297004537,149
129,219011043,45.473838699592285,9.229758461939014,150
284,219011735,45.47681946460428,9.210684159671699,150
262,219011713,45.4761537,9.2238819,150
2866,5018009365,45.51663735587303,9.240811415078042,150
2369,4318007567,45.4878505,9.2412007,150
2692,4318007983,45.5094432,9.1899172,151
637,1219014436,45.48066898557722,9.187038798249203,151
48,119010898,45.5141502,9.22967,151
1001,1419015277,45.47731452554539,9.226056123104401,151
963,1419015238,45.4785462872982,9.225926183258368,151
705,1219014505,45.47396030945159,9.206239648053607,151
2375,4318007576,45.513372575417186,9.225025027584023,152
386,219011841,45.467897048846034,9.222742282286733,152
2953,5018009469,45.46932590500674,9.221404637699834,152
180,219011625,45.497947228513915,9.225344814519076,152
138,219011052,45.50025833993526,9.24281915795882,152
944,1419015163,45.478295254824154,9.224464818560818,152
2557,4318007802,45.48914563761096,9.187613360092088,152
2917,5018009430,45.468921302728965,9.22374048646725,153
835,1219014641,45.47447306892728,9.205341516728595,153
2047,4118007012,45.49025893251538,9.181467410007373,153
998,1419015274,45.4786937535549,9.226573184583003,154
3055,5018009678,45.50633959524006,9.267920798253042,154
1627,3718006295,45.4818984,9.2410274,154
668,1219014467,45.47665302785,9.199812317287638,154
3006,5018009621,45.496289762921045,9.257345034159245,155
2901,5018009411,45.516586494193724,9.24432079904341,155
128,219011042,45.47463370000001,9.2298796,155
2447,4318007661,45.471932306119356,9.221134272101038,155
1881,4118006664,45.48070998354842,9.224867209026002,155
2085,4118007057,45.48944777784775,9.18162432077884,156
2392,4318007598,45.48159075351195,9.247388798024305,156
674,1219014473,45.476313002388366,9.200623764727766,156
2426,4318007636,45.47079344295904,9.213218271159576,157
1435,3718006034,45.50657324032977,9.210936090926566,157
1353,3718005911,45.48546022916063,9.209500262483177,157
594,1219014390,45.47837497376492,9.226956904874443,157
3146,5018010129,45.47562971699706,9.224915698322546,157
39,119010888,45.5126164,9.230345300000002,157
3124,5018010106,45.47517161286221,9.225091431924966,157
2821,4718009316,45.48262045731685,9.219072016832,157
407,219011864,45.4890075,9.2290798,157
723,1219014524,45.47988478644603,9.189913424259998,158
100,219011008,45.47767699055487,9.236564168775203,159
2690,4318007981,45.51978827722518,9.197082902710463,159
977,1419015252,45.477694722042074,9.225826970157186,159
2772,4318008099,45.50831688673864,9.192030588237683,159
2897,5018009407,45.48403376942746,9.243944079376092,159
2455,4318007669,45.49416000909402,9.219207887924654,159
2800,4718009289,45.48333342496449,9.2174542832754,159
13,119010240,45.515952872957705,9.22583254882045,160
2683,4318007973,45.5131169,9.1842244,160
748,1219014551,45.480306015271395,9.18692324065944,160
607,1219014404,45.478560397642966,9.226668218634133,160
1997,4118006954,45.47349007197686,9.245041676378037,160
897,1219014725,45.47951160951278,9.1976483364258,161
1083,3718005465,45.516614,9.2139581,161
403,219011860,45.4892835,9.2320109,161
1412,3718005994,45.481425274656104,9.198064495219567,161
829,1219014634,45.48439633484539,9.204938776202424,161
1251,3718005737,45.514348979196974,9.212947262635566,161
3140,5018010122,45.478226896241466,9.223562418757636,161
2733,4318008028,45.519207411150205,9.198248030433206,162
3010,5018009625,45.471025,9.2405069,162
1620,3718006287,45.510848723777066,9.192891978141574,162
628,1219014427,45.4780297666033,9.197623587360797,162
2944,5018009460,45.47031912161885,9.217268407275355,163
2815,4718009307,45.481428651719504,9.221286689344993,163
1736,4118006460,45.51130534401553,9.191634188423565,163
2908,5018009420,45.512360451227245,9.249745456092226,163
569,1219014364,45.4788731,9.2093169,163
2973,5018009586,45.50570989841113,9.242552855783288,163
498,519011961,45.47689432657877,9.210520786971983,163
1033,3218004019,45.52448179092454,9.179363733254602,164
2744,4318008050,45.4857565164985,9.182612782938008,164
2951,5018009467,45.470195778184355,9.22136833225636,164
5,119010135,45.4801291,9.2260746,164
454,219011915,45.4770066,9.221061,164
68,119010924,45.509387493789575,9.249553570838088,165
595,1219014391,45.485909143388135,9.206523598679267,165
2661,4318007949,45.511668809483204,9.200689191989339,166
2556,4318007801,45.506503963615856,9.1910866576618,166
353,219011806,45.49158824151775,9.226844389455664,166
2731,4318008026,45.50380412567169,9.192732492563664,166
1991,4118006942,45.493011576470145,9.23906389336628,167
2385,4318007590,45.49462889065796,9.221712231401623,167
2196,4118007186,45.519517496015844,9.186265615546404,167
647,1219014446,45.47850762095902,9.197495009176462,167
277,219011728,45.48204151018105,9.216432264820584,167
3001,5018009616,45.4735206,9.2351152,168
107,219011019,45.471218663692035,9.235026498594946,168
60,119010915,45.509572631788615,9.247608792229356,168
409,219011866,45.46812385593497,9.217004643123005,168
995,1419015271,45.476972582384214,9.226684647168213,169
654,1219014453,45.4799474,9.1987979,169
2713,4318008008,45.516755123356894,9.205265722587,169
1959,4118006852,45.48687460000001,9.2527518,169
169,219011614,45.4959267893561,9.2195223790186,170
2636,4318007910,45.51667166349954,9.205306545638225,170
2920,5018009433,45.4693948379904,9.222331246521547,170
927,1419015143,45.47786863824414,9.226835334630778,171
2948,5018009464,45.47175498185256,9.223533707102208,171
3054,5018009677,45.48164934713849,9.236505118231662,171
1883,4118006666,45.4868564,9.2536726,171
2919,5018009432,45.469276577761256,9.217534997506275,171
2918,5018009431,45.468433376238025,9.217244497368142,171
2599,4318007847,45.52230264172674,9.191965900784908,172
95,219010954,45.51548442212068,9.244456541332509,172
1129,3718005529,45.5097391,9.213787,173
891,1219014719,45.47967660582521,9.19709444652642,173
1955,4118006846,45.492646858612154,9.232429383469594,173
2424,4318007633,45.47246007547228,9.214649905486796,173
444,219011904,45.478539700000006,9.221162199999998,173
2470,4318007689,45.47034676718683,9.225925060759213,173
446,219011906,45.477142,9.2207664,174
1703,4118006405,45.5065217,9.1972997,174
1031,2818001960,45.467792180251855,9.232952896371556,174
3033,5018009649,45.4709159,9.2411181,174
2544,4318007788,45.5218589,9.1733525,174
1914,4118006737,45.496381498950775,9.22623981762422,174
900,1219014728,45.48034663661847,9.211253337434414,174
2812,4718009304,45.48148676382104,9.221167172172953,174
4,119010134,45.4801975,9.2257323,175
2847,5018009345,45.5055097087093,9.220542622714902,175
2666,4318007955,45.517657111951856,9.20587870013958,175
926,1419015140,45.47814366702814,9.224755130072822,175
967,1419015242,45.47890473652401,9.226046143952429,175
1507,3718006153,45.4912511,9.1972345,175
1482,3718006119,45.4970365130822,9.212845129235005,176
253,219011704,45.47420620000001,9.2193171,176
2876,5018009375,45.51509437558725,9.235937805749812,176
3144,5018010127,45.4805613,9.2232113,176
2689,4318007980,45.52188823191043,9.194483745926618,176
1241,3718005723,45.467650742696506,9.211216035444297,176
1664,4118006344,45.496244758587686,9.207957635723233,177
1158,3718005567,45.52288845591589,9.223074719208853,177
756,1219014560,45.4847287371005,9.2020798881357,177
677,1219014476,45.480742323624106,9.190202478876015,177
2771,4318008098,45.514584129171574,9.189214278282632,177
1344,3718005883,45.51885410000001,9.2074599,177
1628,3718006296,45.49598606314513,9.19205081731707,177
2358,4318007554,45.52057401036864,9.226891700044119,178
98,219010958,45.51455986902278,9.24158853091808,178
1543,3718006191,45.49679842506572,9.21118805620051,178
1224,3718005702,45.51369445633364,9.224450818881794,179
2051,4118007018,45.49121955407834,9.205562183764414,180
2587,4318007832,45.50124650941717,9.195542250454876,180
735,1219014538,45.48104406182927,9.186421153625588,180
2687,4318007977,45.52159676871186,9.1920667505658,180
727,1219014528,45.47941512847051,9.19241880537129,180
979,1419015254,45.47700934519288,9.225729801161377,180
1473,3718006101,45.48485893620099,9.200575598401427,181
157,219011600,45.5065858,9.2330922,181
2334,4318007522,45.47201278010499,9.221419016130312,181
2773,4318008100,45.482614283184574,9.191202863074297,181
629,1219014428,45.478107166541264,9.19765050423473,181
831,1219014636,45.474443641814496,9.205161845514112,181
149,219011591,45.506438,9.2259373,181
781,1219014586,45.48579433394781,9.207201047770466,182
2684,4318007974,45.51092379999999,9.1906321,182
2493,4318007720,45.47687312711491,9.229937666692306,182
1558,3718006206,45.49668723329783,9.213160731051062,182
1419,3718006007,45.5181091315944,9.21088670497886,182
3137,5018010119,45.479366130223895,9.223805895770283,182
2515,4318007748,45.519259474678144,9.20681119763515,182
2489,4318007714,45.51353623677189,9.239756944422766,183
745,1219014548,45.48191021068208,9.182986229485552,183
713,1219014514,45.4812697642571,9.185495710525744,183
2542,4318007782,45.52599322178072,9.192695915249491,183
212,219011660,45.48524102867293,9.209085002110212,183
588,1219014384,45.47838245031856,9.226973448464946,183
2606,4318007854,45.50640731128102,9.199888533609622,184
1521,3718006168,45.476201343721435,9.211429280965604,184
26,119010866,45.5137446,9.233987400000002,184
2794,4718009282,45.5002421,9.2210041,184
3074,5018009808,45.5041088513623,9.2497517185991,184
719,1219014520,45.48106471136935,9.182941022989098,185
1554,3718006202,45.49755024366362,9.212652806590539,185
3109,5018009850,45.513688118538454,9.22483935603134,185
879,1219014707,45.48057888619086,9.19925774434455,185
3071,5018009708,45.48025762058485,9.234272459205158,185
379,219011834,45.4747035,9.2105983,186
2907,5018009419,45.51561888278638,9.244910999939066,186
1714,4118006427,45.5069486,9.1966063,186
1919,4118006754,45.48907500603461,9.232804238570225,186
483,519011946,45.4767539,9.2107301,186
1245,3718005728,45.51594033600436,9.215971878086977,186
74,219010930,45.51303835044364,9.237528026056793,186
1851,4118006619,45.49095367982,9.237291261833548,186
2691,4318007982,45.51991602777977,9.205083390533446,186
2105,4118007079,45.4943045,9.1994188,186
1924,4118006767,45.497792026530284,9.22825240129248,187
1265,3718005759,45.514466224231995,9.222567556806098,187
1037,3618004290,45.481147,9.2298945,187
88,219010947,45.4717864138303,9.234427985490356,187
83,219010942,45.506842861256544,9.2496779367915,187
2839,5018009336,45.4980681768215,9.226642355563511,187
913,1219014741,45.48041669454185,9.211516876721133,188
1734,4118006458,45.5129432,9.2013232,188
80,219010937,45.5090836434653,9.243807838873181,188
1078,3718005456,45.51475207702706,9.213158710149171,189
922,1219014750,45.48040707776808,9.211467612889694,189
694,1219014493,45.4679332,9.2065777,189
479,519011941,45.477264891084424,9.21718348851482,189
2148,4118007123,45.500206203617495,9.200425199468896,189
2510,4318007740,45.48430970489339,9.235954533944893,189
1871,4118006644,45.48535260933834,9.238698127735232,190
2720,4318008015,45.511733090022325,9.200789352376999,190
3053,5018009676,45.50963759169497,9.267028608182043,190
86,219010945,45.50240685433421,9.243775373076916,191
1449,3718006051,45.52696360141768,9.211876932452356,191
256,219011707,45.47825134172365,9.217322834391666,191
878,1219014706,45.48048762140557,9.198669711253956,191
1769,4118006507,45.52316209625268,9.207220505886196,192
520,1219014040,45.47581328787099,9.207077668664738,192
1088,3718005474,45.5233325507729,9.214696536125645,192
441,219011901,45.47643770000001,9.2214026,192
1992,4118006943,45.47944050555189,9.226549683675216,192
821,1219014626,45.47428521875758,9.205485681290838,192
2,119010132,45.47802877384558,9.223531596601902,192
112,219011024,45.48940643670165,9.25506369007894,192
652,1219014451,45.479368083510636,9.197528220804543,193
1244,3718005726,45.49524414152567,9.19783935765804,193
2774,4318008103,45.50530395042454,9.197188139853553,193
91,219010950,45.50673275526263,9.249403664004149,193
234,219011682,45.4769888,9.225538,193
2615,4318007864,45.50723680797397,9.191469705558577,193
2448,4318007662,45.482964716372145,9.245275087831146,194
2947,5018009463,45.46932133840548,9.22145019323034,194
315,219011767,45.478186885651,9.219915625074918,195
2496,4318007725,45.48171079995306,9.245038779440392,195
377,219011832,45.4692873,9.2111888,195
2132,4118007107,45.51045012369514,9.208200681955418,195
6,119010136,45.4796881449991,9.225183088025801,195
2995,5018009610,45.5059308204787,9.242889101645462,195
2757,4318008071,45.4862235534103,9.185943441942186,195
3142,5018010125,45.47346533659412,9.224963659267814,195
2648,4318007933,45.51253462630866,9.191190522128863,195
2472,4318007691,45.51550587616718,9.22536761643414,196
2245,4318007416,45.50358481695911,9.19628914222926,196
33,119010879,45.48169003813428,9.246116490238931,196
982,1419015257,45.47705076962473,9.226564901065784,196
2925,5018009439,45.48431398643032,9.220614665569316,196
489,519011952,45.47335491482992,9.217789426439142,196
1436,3718006035,45.476740159726106,9.210058313708712,197
700,1219014500,45.467708308554684,9.206765102594431,197
2722,4318008017,45.506734637626685,9.191308462537336,197
3073,5018009807,45.50284983939392,9.245351976309166,197
92,219010951,45.503802570016404,9.245637487759948,197
104,219011014,45.496653889122285,9.238256616154217,197
2728,4318008023,45.51747917583381,9.197646901120152,198
1833,4118006597,45.49117934689568,9.240301735246478,198
2734,4318008029,45.517533723632994,9.195320362760183,198
1407,3718005989,45.489505231931794,9.214065675333472,198
689,1219014488,45.47198780119454,9.206560969964585,198
1391,3718005967,45.49565174531593,9.194993421092931,198
338,219011791,45.4925795,9.2275467,199
2709,4318008004,45.5047612,9.1969043,199
1346,3718005889,45.495976671847934,9.195108532815652,199
2883,5018009385,45.51311144129375,9.25285609994944,199
1581,3718006240,45.493081032783344,9.216152087466641,199
2458,4318007674,45.48157383702694,9.242618541036677,200
181,219011626,45.50303822235124,9.232385367308098,200
959,1419015233,45.479196367304894,9.225790553372915,200
2614,4318007862,45.5082498,9.1819175,200
2653,4318007940,45.508529,9.1896935,200
1404,3718005986,45.513583096560325,9.21424256239618,200
1330,3718005848,45.49130653340436,9.193962267677081,200
1516,3718006163,45.497285018717186,9.21163986977126,200
832,1219014637,45.47422487602153,9.20543955774383,200
988,1419015264,45.478570212275706,9.224605714764946,201
3037,5018009653,45.488358509725764,9.254419788505743,201
2360,4318007556,45.51868108178064,9.226336327117679,201
325,219011778,45.50255459095868,9.224472037434452,201
